text,label
terima kasih prabowo gibran atas program sangat bermanfaat buat masyarakat kecil   makanbergiziuntukbangsa,positive
thanks prabowo gibran semoga program terus jalan lancar   makanbergiziuntukbangsa,positive
makan gratis prabowo gibran program bener bener solutif  makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran atas dukungan kesehatan generasi penerus   makanbergiziuntukbangsa,positive
jokowi lengser gibran tergeser    jokowiharusdiadili  jokowiharusdiadili,negative
masak penculik yg disalahin wapr3s tolol bermuka jelek ga ikut,negative
jokowi menitipkan gibran dijaga sea dibimbing  maklum kecil  pikiran gibran sering melayang tubuhnya jokowi memintak prabowo menjaga keselamatan keluarga apa sikap yg diambil prabowo jokowi tdk menjabat,negative
terima kasih prabowo gibran program sangat bermanfaat buat masa depan bangsa   makanbergiziuntukbangsa,positive
prabowo gibran menunjukkan kepemimpinan bijaksana memprioritaskan gizi anak anak bangsa   makanbergiziuntukbangsa,neutral
sumatera dukung prabowo gibran anak anak layak tumbuh sehat  makanbergiziuntukbangsa,positive
sambangi jokowi solo prabowo semobil gibran,negative
kilumbwa mbai,positive
mungkin salah satunya yg begini ni yg maksud kaum jahiliyah dulu nabi nabi makan uang haram ga berkah anjing ntar anak lu kayak gibran gedenya,negative
prabowo gibran benar benar memikirkan kebutuhan dasar anak anak tumbuh baik   makanbergiziuntukbangsa,positive
langkah bagus prabowo gibran semoga program berjalan lancar   makanbergiziuntukbangsa,positive
salut sih prabowo gibran ngambil langkah tepat buat bantu generasi masa depan   makanbergiziuntukbangsa,neutral
terima kasih prabowo gibran program bantu jamin gizi anak anak indonesia  makanbergiziuntukbangsa,positive
gpp gibran saiki ndek ndunyo dibelani masyarakat mene ndek akhirat kari dikaploki malaikat,negative
ndak tau   kok tanya,negative
makan siang bergizi gratis program prabowo gibran sangat inspiratif   makanbergiziuntukbangsa,neutral
bocor halu   padahal yg dimobil cuma gibran buktinya prabowonya nda kliatan,negative
langkah bijak prabowo gibran semoga program berjalan baik   makanbergiziuntukbangsa,positive
prabowo gibran menunjukkan kepedulian tinggi kesehatan anak anak   makanbergiziuntukbangsa,positive
gibran mania sangat kebablasan,neutral
menunggu halu people beanya  mana prabowonya bohong kok cuma gibran yg kliatan,negative
thanks prabowo gibran program bener bener dibutuhin anak anak indonesia   makanbergiziuntukbangsa,neutral
terobosan prabowo gibran sangat tepat sasaran mengatasi masalah gizi kalangan anak anak   makanbergiziuntukbangsa,positive
timggal sahkan ama paman yg bersangkutan bang,positive
makasih banget prabowo gibran anak anak jadi lebih sehat cerdas  makanbergiziuntukbangsa,positive
jokowi mundur gibran wajib mundur gibran wapres ilegal    jokowiharusdiadili  jokowiharusdiadili,negative
berita update siang 7 hari prabowo   gibran segera dilantik menjadi presi den   wak8l presiden ri perio de   2024 2029,positive
jokowi prabowo beemu solo hari gibran  makan siang   temponasional,positive
lah ga pake shampoo,neutral
selamat prabowo gibran atas inisiatif sangat bermanfaat   makanbergiziuntukbangsa,positive
yg ngarep bpk  terpecah belah dgn mas gibran sorry ye  gak terjadi tu,negative
cangkang lu aja ga pernah dipake bepikir positif selalu ngata2in orang bahkan ngatain pemain yg lebih jago elu botak   sok2 suruh org berpikir positif awoakwoakwok gibran gibran,positive
klo respon pak  ttg fufufafa gmn bran,negative
kalau anakmu   terluka gimana,negative
gibran sambut kedatangan prabowo bandara adi soemarmo boyolali,neutral
membuat konten mas gibran pak jokowi framingnya negatif   kontra menarik dijual meraup keuntungan milyaran rupiah boss  kalau ikut2n teipu  dokter tifa korban kalau duit paling tdk seberapa,negative
prabowo subianto gibran kunjungi jokowi kediaman sumber solo,negative
sepeinya peemuan yg digagas mulyono buat gibran  sejak kasus fufufafa prabowo ga pernah ajak gibran beracara  spekulasi merebak  fufufafa bikin prabowo marah  nah mulyono mau nunjukin prabowo dg gibran ga masalah,negative
tdk sepakat dg nepotisme krn setahu gibran pilih lsg 58 persen rakyat indonesia kl rakyat tdk memilih wl tunjuk jokowi seklipun gak bs jd wapres ri,negative
generasi sehat masa depan cerah prabowo gibran keren abis  makanbergiziuntukbangsa,positive
representasi anak muda    maksudnya anakmuda yg rada2 teler abnormal  amp  perlu rehabilitasi krn mentalnya bermasalah sepei gibran,negative
lah yg bilang haram siapa,negative
salut buat prabowo gibran peduli sama kesehatan anak anak semoga program terus jalan   makanbergiziuntukbangsa,positive
anies bakal hadiri pelantikan prabowo gibran,neutral
langkah bijaksana prabowo gibran investasi besar masa depan bangsa lebih sehat   makanbergiziuntukbangsa,positive
blusukan boyolali gibran janji pasar ampel dipindah direvitalisasi,neutral
langkah konkret prabowo gibran memperbaiki masalah gizi anak anak indonesia   makanbergiziuntukbangsa,negative
langkah bagus prabowo gibran berdampak positif buat masa depan bangsa   makanbergiziuntukbangsa,positive
wkkw ga nyadar kalo dirinya lah yg goblok,negative
prabowo gibran ngei banget pentingnya gizi buat masa depan bangsa  makanbergiziuntukbangsa,negative
terima kasih prabowo gibran program bantu anak anak kalimantan tumbuh sehat kuat  makanbergiziuntukbangsa,positive
itulahh aneh banget masa orang kaya ga research dulu orang belakang gibran siapa aja kasus apa aja,negative
terima kasih prabowo gibran program makan sehat sangat bermanfaat buat sumatera  makanbergiziuntukbangsa,positive
gibran hukum wajib lengser,negative
anak anak sehat sekarang generasi kuat masa depan  suppo prabowo gibran   makanbergiziuntukbangsa,positive
beemu  resto hutan pelataran senayan debat cawapres i biasa aja gibran datang sendiri pengawal dgn lugasnya merespon pendapat tokoh yg hadir dg cerdas semua hadirin diyakinkan  an terbukti debat gacor abis,neutral
semoga  tetap konsisten menolak gibran,positive
bener jkw apa gibran  kok beda statement,negative
menyelubungi,positive
prabowo gibran bikin program peduli sama rakyat kecil  makanbergiziuntukbangsa,negative
coba tafsirkan  kalimat peama gak usah memfitnah orang tolol   siapa yg tolol   kalimat selanjutnya jelaskan fufufafa  siapa2 fufufafa   kalimat selanjutnya dijelaskan gibran selesai,negative
dukung  lantik ganti gibran dg yg lbh baik  cacat konstitusi jg tak kapasitasnya krn kejiwaan kualitasnya jauh bawah rata2,positive
waduh gibran go internasional seterkenal sampe org malay tau,neutral
waaaah bingung dah   jurus yg ampuh buat mengadu domba om wowo mas gibran,negative
terima kasih prabowo gibran program bantu cegah stunting anak anak layak tumbuh sehat  makanbergiziuntukbangsa,positive
prabowo gibran dukung kesehatan anak anak lewat program makan bergizi  makanbergiziuntukbangsa,neutral
gibran,positive
gelar peemuan solo jokowi damaikan prabowo gibran soal fufufafa  muhammad reza panangian minggu 13 oktober 2024   14 36 wib tenang nak bapak,neutral
udh saatnya u gantiin posisi gibran,negative
gibran cawapres ilegal trus kewapresannya sah  jokowiharusdiadili  jokowiharusdiadili,negative
luar biasa prabowo gibran wujudkan program makan bergizi gratis anak anak lebih sehat  makanbergiziuntukbangsa,neutral
wakil presiden terpilih gibran rakabuming raka menanggapi peanyaan seputar pembentukan kabinet baru bersama presiden terpilih prabowo subianto  mengatakan mempercayakan urusan penilaian keputusan prabowo    gibran mengaku berkomitmen hormat,negative
apanya yg siap     gibran ga pernah dilibatkan dlm pembentukan kabinet ko,positive
prabowo gibran peduli generasi penerus program makan bergizi gratis sangat berai  makanbergiziuntukbangsa,neutral
gibran wajib mundur     gibran wapres ilegal baby nepo  jokowiharusdiadili  jokowiharusdiadili,positive
gibran pastikan pasar ampel boyolali dipindah,neutral
makan gratis prabowo gibran sangat membantu anak anak indonesia   makanbergiziuntukbangsa,neutral
closingnya epik koq ucapan sesuai ipk mas,neutral
gibran beri ucapan selamat pks atas bergabungnya pemerintahan prabowo gibran,positive
gizi cukup masa depan cerah lanjutkan program on   makanbergiziuntukbangsa,neutral
gibran serahkan soal kabinet prabowo  loyal keputusan beliau  ayombangundeso  pituruh  kemiri  bruno  sekaejo  wonoyoso  karanggetas  prigelan  somogede  kalimeneng  kemirilor  kapiteran  loning  brunorejo  purworejo  wahyudi  anismatta  fahrihamzah,positive
prabowo gibran punya visi jelas masa depan indonesia lebih sehat   makanbergiziuntukbangsa,positive
program sangat berai buat anak anak kalimantan terima kasih prabowo gibran  makanbergiziuntukbangsa,positive
gue bukan pendukung gibran darah nasionalisme gue mendidih keturunan imigran olok 2 wni asli  pribumi,negative
kahkahkahkahkah chip terlepasssss,positive
terima kasih prabowo gibran program makan bergizi bawa masa depan lebih cerah  makanbergiziuntukbangsa,positive
program bantu anak anak tumbuh sehat terima kasih prabowo gibran  makanbergiziuntukbangsa,positive
gibran dipulang jokowi krn gak mau dipakai  krn masalah psikis ga jadi wapres,negative
rakyat bangsa tanah air gibran mundurlah      jokowiharusdiadili  jokowiharusdiadili,neutral
gue rela mendonasikan salah satu ginjal gue lalu jalan jongkok jakaa bandung lunch bersama amanda zahra walaupun menunya makan siang gratis gibran itupun lewat zoom meeting yg inetnya pake paketan indihomo kalo buka youtube dikit langsung ngelek,neutral
